hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tract,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
the ticket dance,LIVING ARTS,unknown,unknown,2016.0,-71.1045748,42.3501152,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
talese comments create backlash on twitter,NEWS,Metro,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
vesey again hobey baker finalist,SPORTS,unknown,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
verizon leads $57m in financing for startup,BUSINESS,unknown,unknown,2016.0,-71.0977058,42.3489461,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
boston critics declare la la land top film,LIVING ARTS,unknown,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
lawyer cites professor intentions,NEWS,Metro,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
boston well positioned for future innovation,BUSINESS,unknown,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
ethan canin fiction writer with taste for nonfiction,LIVING ARTS,unknown,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
the gang (nearly) all here,NEWS,Metro,By Globe Staff,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
nhl draft first round,SPORTS,unknown,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
help getting over the regulatory hurdles,BUSINESS,unknown,unknown,2016.0,-71.10710350000001,42.3509824,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
there more to diversity than being different,BUSINESS,unknown,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
sixers name colangelo son team president,SPORTS,unknown,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
in boston drug prices far higher than overseas,BUSINESS,unknown,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
super moon king tides to return,NEWS,Metro,unknown,2016.0,-71.10491069999999,42.35011009999999,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
nation tussle on drug costs could spread,BUSINESS,unknown,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
quadrantids meteor shower to light up sky,NEWS,Metro,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
noteworthy,SPORTS,unknown,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
sports on tv and radio this weekend,SPORTS,unknown,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
us has lost its way as an honest broker of mideast peace,EDITORIAL OPINION,Letters,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
uconn diaco out after three seasons,SPORTS,unknown,unknown,2016.0,-71.1053991,42.3504997,10103.0,4569.0,2800.0,148.0,5.0,1338.0,0.0,85.0,193.0,4569.0,4222.0,347.0,24.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
despite reforms mass. still lags on public records,EDITORIAL OPINION,Editorial,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
despite reforms mass. still lags on public records,EDITORIAL OPINION,Editorial,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
lessons for clinton from coakley,EDITORIAL OPINION,Opinion,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
governor dilemma for gender rights cause,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
senate adds momentum to the transgender rights bill,EDITORIAL OPINION,Opinion,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
lawmakers want delay on report,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
who wins loses in pipeline firm exit,BUSINESS,unknown,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
gambling bid top foe casinos,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
mass. faces revenue shortfall as fiscal year ticks to close,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
changes to state public records law,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
proceed with caution on drug copay discounts,EDITORIAL OPINION,Editorial,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
lawmakers want delay on report,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
charter question divides democrats,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
helping the homeless,REGIONAL,North,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
state plans an overhaul of masshealth program,BUSINESS,unknown,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
baker defends approach to transgender bill,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
draftkings exits n.y. hopes for legalization,BUSINESS,unknown,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
bill weld needs to do the right thing,EDITORIAL OPINION,Opinion,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
official confirms review of pot law,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
baker orders new rules to reduce emissions,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
democrat tries to nudge state party to left,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
pay equity bill enters home stretch,BUSINESS,unknown,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
clean energy rivals team up to back governor bill,BUSINESS,unknown,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
democrats select pollster as chairman,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
senate passes bill revamping public records law,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
watchdog warns of precarious financial position,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
legislature endorses millionaires tax vote,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
joyce to pay $4 617 for graduation party,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
senate unveils records revamp,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
electoral college voters to cast ballots monday at state house,EDITORIAL OPINION,Opinion,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
baker raises $3.3m in funds,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
groups endorse gender measure,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
groups endorse gender measure,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
senate votes to make pension data public,BUSINESS,unknown,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
state house improperly tracks art auditor finds,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
senate passes bill revamping public records law,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
extolling the transgender law,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
favoritism alleged in health care rules,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
boos don help cause of transgender rights,EDITORIAL OPINION,Editorial,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
baker cuts costs and loosens the safety net,EDITORIAL OPINION,Opinion,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
pay equity bill gains steam,BUSINESS,unknown,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
state honors gold star wives,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
mass. may set tobacco purchasing age at 21,NEWS,Metro,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
remarks on abortion show candidate to be dangerous for women,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
25th over the top big night at grotto,LIVING ARTS,unknown,unknown,2016.0,-71.0631238,42.3599106,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,45.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
self appointed,REALESTATE,unknown,unknown,2016.0,-71.07102859999999,42.3502756,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,15.0,T_White alone,,,,,,,
how much is umass worth to the state,EDITORIAL OPINION,Editorial,unknown,2016.0,-71.07152219999999,42.3508638,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,15.0,T_White alone,,,,,,,
it new game for m.l. carr,BUSINESS,unknown,unknown,2016.0,-71.06740789999999,42.3506586,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,15.0,T_White alone,,,,,,,
umass student killed in n.y. hotel fall,NEWS,Metro,unknown,2016.0,-71.0683119,42.35205819999999,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,15.0,T_White alone,,,,,,,
the suds and mysteries flow at thrones premiere party,LIVING ARTS,unknown,unknown,2016.0,-71.06740789999999,42.3506586,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,15.0,T_White alone,,,,,,,
wahlberg gives runners lift,LIVING ARTS,unknown,unknown,2016.0,-71.06740789999999,42.3506586,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,15.0,T_White alone,,,,,,,
new england literary news,SUNDAY,Books,unknown,2016.0,-71.06941110000001,42.3491778,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,15.0,T_White alone,,,,,,,
just don call franciacorta italian champagne,LIVING ARTS,unknown,unknown,2016.0,-71.07106399999999,42.35097,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,15.0,T_White alone,,,,,,,
dancing partners pay visit to bank,LIVING ARTS,unknown,unknown,2016.0,-71.0685283,42.3475995,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,15.0,T_White alone,,,,,,,
suffolk settles on board leader,NEWS,Metro,unknown,2016.0,-71.0683119,42.35205819999999,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,15.0,T_White alone,,,,,,,
at boston ballet arrivals promotions and key retirement,LIVING ARTS,unknown,unknown,2016.0,-71.07208109999999,42.3446566,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,15.0,T_White alone,,,,,,,
boom in rental property not only factor driving homeownership down,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0685283,42.3475995,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,15.0,T_White alone,,,,,,,
nimoy son screens spock doc at revere hotel,LIVING ARTS,unknown,unknown,2016.0,-71.06740789999999,42.3506586,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,15.0,T_White alone,,,,,,,
city of boston announces pilot grant program for artists,LIVING ARTS,unknown,unknown,2016.0,-71.0685283,42.3475995,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,15.0,T_White alone,,,,,,,
suffolk struggles are indicative of an ethics gap at us universities,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0703266,42.350658,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,15.0,T_White alone,,,,,,,
florida state 45 bc,SPORTS,unknown,unknown,2016.0,-71.1664682,42.3351281,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
bc still work in progress,SPORTS,unknown,unknown,2016.0,-71.16849450000001,42.3355488,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
bc has no answers for jackson,SPORTS,College,unknown,2016.0,-71.16849450000001,42.3355488,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
bc lets season opener slip away in ireland,SPORTS,unknown,unknown,2016.0,-71.1664682,42.3351281,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
gop triumph likely to ensure conservative bent will continue,NEWS,Metro,unknown,2016.0,-71.16849450000001,42.3355488,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
vasil shines for bc high,SPORTS,unknown,unknown,2016.0,-71.16849450000001,42.3355488,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
all scholastics prep (all scholastics),SPORTS,unknown,unknown,2016.0,-71.16849450000001,42.3355488,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
all scholastics prep (all scholastics),SPORTS,unknown,unknown,2016.0,-71.16849450000001,42.3355488,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
bc hosts conversation about women in politics,LIVING ARTS,unknown,unknown,2016.0,-71.16826499999999,42.3378326,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
double trouble for bc,SPORTS,unknown,unknown,2016.0,-71.16849450000001,42.3355488,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
simmons breaks his foot,SPORTS,unknown,unknown,2016.0,-71.16849450000001,42.3355488,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
n.e. capsules,SPORTS,unknown,unknown,2016.0,-71.16849450000001,42.3355488,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
confidence is bosa strong suit,SPORTS,unknown,unknown,2016.0,-71.16849450000001,42.3355488,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
towles riding wave,SPORTS,unknown,unknown,2016.0,-71.1664682,42.3351281,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
bc looks to regain its footing,SPORTS,unknown,unknown,2016.0,-71.1677143,42.3350662,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
subpoena issued in bc belfast case,NEWS,Metro,unknown,2016.0,-71.16849450000001,42.3355488,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
things are looking up,SPORTS,unknown,unknown,2016.0,-71.16849450000001,42.3355488,502.0,6303.0,5026.0,286.0,8.0,707.0,2.0,107.0,167.0,6303.0,5857.0,446.0,47.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
