hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tract,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
refunds go out to grand prix fans,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
new gear will be boon for firefighters,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
putting best foot forward,SPORTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
civic embarrassment,EDITORIAL OPINION,Editorial,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
learning the rhythms of homework free life,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
deal boosts mass. operations ceo says,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
asian american activist will run for state senate,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
staples finds ceo within its walls new ceo for staples,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
biogen activists deliver hemophilia drugs to poor,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
election officials defend system,NEWS,Metro,unknown,2016.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
house is issued subpoena on joyce,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bc bracing for triple threat,SPORTS,College,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
tax on how far you drive state should study it,EDITORIAL OPINION,Editorial,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
officer will plead guilty to fraud,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
voters approve casino near mass. border restore power to ethics panel,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
fresh hope for gender bill,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
waiting on bowl destination,SPORTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
the argument should,REGIONAL,West,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
sibling hospitality sibling hospitality,LIVING ARTS,Food,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
all scholastics softball (coach of year),SPORTS,School,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
pomp circumstance time,BUSINESS,unknown,unknown,2016.0,-71.05762310000001,42.3573021,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
returns for boston pension plan lag peers,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
michael hansen,BUSINESS,unknown,unknown,2016.0,-71.0608072,42.36049089999999,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bc can hang with duke,SPORTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
editas will test ipo market for biotechs,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
the ticket pop music,LIVING ARTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
man who took woman from facility is cleared,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
libertarians offer credible alternative to trump,EDITORIAL OPINION,Editorial,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
journalist jabs send biotech targets reeling,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
new trial ordered in 1995 killing,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
us agents raid joyce law office,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
keeping voter rolls exact is tough job,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
lifting cap on charters would send district schools spiraling,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
red flags preceded failed $25m bet,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
city council rejects added alcohol tax,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
sister act for hockey night,REGIONAL,North,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
child rape suspect to return to face mass. charges,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
2010 conviction in shaken baby case vacated by sjc,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
ag warns maker on hepatitis drug costs,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
another honor for spotlight team,LIVING ARTS,unknown,unknown,2016.0,-71.0617551,42.3584907,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mass. companies brace for brexit side effects,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
why three are better than one,LIVING ARTS,Food,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
amazonfresh launches in boston,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
amazonfresh launches in boston,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
what police body cams mean for us,EDITORIAL OPINION,Opinion,By Daniel Linskey and Alan Brill,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
in bid for wealth tax we need to debate details not get lost in naysaying,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0501018,42.363291,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
for women proof is in the pulitzers,BUSINESS,unknown,unknown,2016.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
western parts of the state draped in world of white,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
beneath layers of homelessness data everyday effects are keenly felt,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
primaries matter,NEWS,Metro,By Yvonne Abraham,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
when the shoesfit,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
michelle wu brings the promise of fresh ideas,EDITORIAL OPINION,Editorial,unknown,2016.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
dimasi home after his release from prison,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
redstone family legal battle clears final hurdle,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
ballot scanners may give voting an upgrade,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
john updike keepsakes up for auction,LIVING ARTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
restaurant on protected land requires state ok,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
springfield man sentence commuted,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
us bank regulators eye financial tech firms,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
florida city partners with uber,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
florida state 88 bc 66,SPORTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
ipo for crispr comes up short,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
dogs face increase in illnesses from ticks,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
knights defense stands tall,SPORTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
trustees archives is treasure trove,SUNDAY,Travel,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
at change the world contest $1m in prizes,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
turning tragedy into triumph or at least big box office,LIVING ARTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
guard drops record tying 60 points,SPORTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
suspects waive bail in killings,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
aims to save $235m on debt,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
sriracha stays local,LIVING ARTS,unknown,unknown,2016.0,-71.0575375,42.3616719,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
walkout by moulton clark was disgrace,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
faxon and rash get deal for dead mall,LIVING ARTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
joyce won run again,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
ibm boosting power of watson health unit,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
pittsfield newspaper to return to local owners,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
saugus faces heap of concern,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
public market welcomes visitors in range of ways,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0575375,42.3616719,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
sunedison files for bankruptcy protection,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
pair allegedly planned martyrdom cell,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
boston public market to open days week,BUSINESS,unknown,unknown,2016.0,-71.0575375,42.3616719,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
warren chides sec over disgraced fund manager,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
football coach mullen picks up nice road win,SPORTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
school in session at children hospital,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
eastern mountain sports will close stores,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
pretty big leap,SPORTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
rivals jockeying to sway trump mass. delegates,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
private insurers balk at hepatitis cure,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
time to cast aside cookie cutter approach to autism services,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
globe wins commentary photography pulitzers,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
