hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tract,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
they re sharp on and off the ice,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
twins 12 red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
step forward,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox royals,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
rangers red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox rangers,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
for gold dust orphans journey to outer space and new home,LIVING ARTS,unknown,unknown,2019.0,-71.09579529999999,42.3448651,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox are taxing their fans patience,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
martinez decision key to sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
weei fills out lineup for red sox broadcasts,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
bloom should have huge asset in cora,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
selfless halloran earned his admirers behind the scenes,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
tigers red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
doing it again isn so easy,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
cruz twins agree on $14m deal,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
barnes is the choice at least for now,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
baseball pitching probables,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
phillies red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
cubs red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
cubs red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
remember the 2011 red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
cubs 16 red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox blue jays,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
astros red sox series thumbnails,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox fueled by devers pearce,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
ramirez contrite apologetic at peace,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox twins,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
twins red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
yankees red sox series thumbnails,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
globe staff college picks week 10,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
tigers red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
bright ideas,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
is grand slam of titles too far fetched,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
astros red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
chavis playing in different league it new ballgame for chavis,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox astros,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
sox rally in 9th to stun blue jays,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox blue jays,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
orioles red sox series thumbnails,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
sports events on tv radio this weekend,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
rays red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
rays red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
at 72 years old lee still spaceman,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
pirates red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox rays,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
sox complete series sweep of rockies,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
they should stick together,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox 12 indians,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox twins,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox angels,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
orioles red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
don accept this is the end for mookie here,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
gillard sends techboston by bryant,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
bc bba top ten,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
solution to keep betts in the fold,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
new venture goal make health insurance intelligible,BUSINESS,unknown,unknown,2019.0,-71.099107,42.344518,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
at the ballpark he was always home,NEWS,Metro,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
nunez gets to take his turn at second,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox 15 white sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
orioles red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
rays red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
globe staff college picks week 13,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
blue jays red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
the optimism of opening day,NEWS,Metro,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
at orfano tiffani faison gets to meet one of her idols,LIVING ARTS,unknown,unknown,2019.0,-71.1017911,42.3437557,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox royals,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
quick ending was ok with kc,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
phillies red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
sale red sox reach deal,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox 10 twins,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
blackface is the symptom not the disease.,EDITORIAL OPINION,Opinion,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox spring training roster,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
top draft pick cannon shows steady growth,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox 12 rangers 10,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
porcello wins in his final turn,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
giving us the full judy,LIVING ARTS,unknown,unknown,2019.0,-71.0947767,42.3470725,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
pieces of my mind about epstein etc.,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox 10 rangers,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox 10 rangers,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
orioles red sox series thumbnails,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
simmons head to step down next year,NEWS,Metro,unknown,2019.0,-71.0879904,42.3473461,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
channeling their past to step forward,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
blue jays red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
blue jays red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
tigers red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
tigers red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
betts catches fourth straight gold glove,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
yankees red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
ace can complete this straight flush,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox yankees,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
no sweeping conclusion,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
sports events this weekend on tv radio,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
rays red sox,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
red sox athletics series thumbnails,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
bogaerts nears deal for six years $120m,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
ben affleck says his son doesn share his love for boston teams,LIVING ARTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
is this the end for pedroia,SPORTS,unknown,unknown,2019.0,-71.0972178,42.3466764,10203.0,5569.0,3952.0,298.0,15.0,923.0,5.0,166.0,210.0,5569.0,5000.0,569.0,171.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
actually kamala harris is on to something in pushing for equal pay,EDITORIAL OPINION,Letters,unknown,2019.0,-71.0419953,42.3141992,90901.0,3730.0,1674.0,760.0,20.0,742.0,5.0,394.0,135.0,3730.0,2962.0,768.0,15.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
