hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tract,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
speakeasy art lead norton nominations for best in boston theater,LIVING ARTS,unknown,unknown,2019.0,-71.0855717,42.341804,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
ad gerstein join forces at jordan hall,LIVING ARTS,unknown,unknown,2019.0,-71.0864854,42.3409207,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
women get taste of beanpot,SPORTS,unknown,unknown,2019.0,-71.0846418,42.3410767,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
baker bid offers big boost to few schools,NEWS,Metro,unknown,2019.0,-71.0895292,42.3465952,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
few tools for those wanting to kick the cigarette habit,NEWS,Metro,unknown,2019.0,-71.0898892,42.339904,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
vc firm raises another $770m,BUSINESS,unknown,unknown,2019.0,-71.1015693,42.3447107,10204.0,3173.0,2248.0,93.0,4.0,672.0,1.0,51.0,104.0,3173.0,2995.0,178.0,6.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
friends pop up is coming to boston next month,LIVING ARTS,unknown,unknown,2019.0,-71.10236739999999,42.3441485,10204.0,3173.0,2248.0,93.0,4.0,672.0,1.0,51.0,104.0,3173.0,2995.0,178.0,6.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
affordability outreach are tied to surge in health connector sign ups,BUSINESS,unknown,unknown,2019.0,-71.101692,42.3456758,10204.0,3173.0,2248.0,93.0,4.0,672.0,1.0,51.0,104.0,3173.0,2995.0,178.0,6.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
the tap tap tap of woodpeckers is welcoming sound of spring,NEWS,unknown,unknown,2019.0,-71.1031816,42.3474079,10204.0,3173.0,2248.0,93.0,4.0,672.0,1.0,51.0,104.0,3173.0,2995.0,178.0,6.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
he engineered fine start in food,LIVING ARTS,unknown,unknown,2019.0,-71.10130939999999,42.3472723,10204.0,3173.0,2248.0,93.0,4.0,672.0,1.0,51.0,104.0,3173.0,2995.0,178.0,6.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
optum files suit to protect its secrets,BUSINESS,unknown,unknown,2019.0,-71.1023307,42.3448472,10204.0,3173.0,2248.0,93.0,4.0,672.0,1.0,51.0,104.0,3173.0,2995.0,178.0,6.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
commissioner swears in 53 new firefighters,NEWS,Metro,unknown,2019.0,-71.082748,42.350859,10701.0,2478.0,2105.0,61.0,2.0,215.0,0.0,36.0,59.0,2478.0,2342.0,136.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
paint it black,LIVING ARTS,unknown,unknown,2019.0,-71.0812911,42.3492371,10701.0,2478.0,2105.0,61.0,2.0,215.0,0.0,36.0,59.0,2478.0,2342.0,136.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
fee free online trades reshape investing world,BUSINESS,unknown,unknown,2019.0,-71.0821867,42.3490742,10701.0,2478.0,2105.0,61.0,2.0,215.0,0.0,36.0,59.0,2478.0,2342.0,136.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
forbes ranks mass. women higher than queen elizabeth,LIVING ARTS,unknown,unknown,2019.0,-71.0821867,42.3490742,10701.0,2478.0,2105.0,61.0,2.0,215.0,0.0,36.0,59.0,2478.0,2342.0,136.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
labor lawyer will challenge senate veteran,NEWS,Metro,unknown,2019.0,-71.08031969999999,42.3495137,10701.0,2478.0,2105.0,61.0,2.0,215.0,0.0,36.0,59.0,2478.0,2342.0,136.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
abe louie steakhouse that feels like home,LIVING ARTS,unknown,unknown,2019.0,-71.081507,42.349138,10701.0,2478.0,2105.0,61.0,2.0,215.0,0.0,36.0,59.0,2478.0,2342.0,136.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
kids teeth may reveal trauma study says,NEWS,Metro,unknown,2019.0,-71.0827461,42.3487659,10701.0,2478.0,2105.0,61.0,2.0,215.0,0.0,36.0,59.0,2478.0,2342.0,136.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
placemats with modern twist,LIVING ARTS,unknown,unknown,2019.0,-71.0866905,42.3483574,10701.0,2478.0,2105.0,61.0,2.0,215.0,0.0,36.0,59.0,2478.0,2342.0,136.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
creating positive communities online and in our neighborhoods,EDITORIAL OPINION,Opinion,"By Sharon McNally, Josh Kraft, and Robert Lewis Jr.",2019.0,-71.0521634,42.367433,30500.0,2538.0,2362.0,16.0,0.0,108.0,0.0,26.0,26.0,2538.0,2445.0,93.0,1.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
students honor veteran life,NEWS,Metro,unknown,2019.0,-71.1842078,42.24539,402500.0,,,,,,,,,,,,,,,,,,,,
suspended trooper pleads not guilty to assault charge,NEWS,Metro,unknown,2019.0,-71.1864999,42.2324029,402500.0,,,,,,,,,,,,,,,,,,,,
corporate gender quotas reinforce privilege,EDITORIAL OPINION,Opinion,By Jennifer C. Braceras,2019.0,-71.0916051,42.3630614,352400.0,,,,,,,,,,,,,,,,,,,,
boston has new biotech incubator,BUSINESS,unknown,unknown,2019.0,-71.0888228,42.3628314,352400.0,,,,,,,,,,,,,,,,,,,,
massbio to honor boston fire official,BUSINESS,unknown,unknown,2019.0,-71.092749,42.3640186,352400.0,,,,,,,,,,,,,,,,,,,,
it an ice cream extravaganza week ahead,NEWS,Metro,unknown,2019.0,-70.95459629999999,42.2183759,422400.0,,,,,,,,,,,,,,,,,,,,
defensive versatility on rise,SPORTS,unknown,unknown,2019.0,-71.2075289,42.3451469,373400.0,,,,,,,,,,,,,,,,,,,,
this etiquette club for kindergartners is big hit,MAGAZINE,unknown,By Nicole Graev Lipson,2019.0,-71.2075289,42.3451469,373400.0,,,,,,,,,,,,,,,,,,,,
newton north makes up for its past losses,SPORTS,unknown,unknown,2019.0,-71.2075289,42.3451469,373400.0,,,,,,,,,,,,,,,,,,,,
shawsheen aims for breakthrough season,SPORTS,unknown,unknown,2019.0,-71.31617179999999,42.6334247,311800.0,,,,,,,,,,,,,,,,,,,,
pressley backs mermell to fill kennedy seat,NEWS,Metro,unknown,2019.0,-71.31617179999999,42.6334247,311800.0,,,,,,,,,,,,,,,,,,,,
revere finds the right calculus,NEWS,Metro,unknown,2019.0,-71.0093032,42.4119641,170601.0,5105.0,3733.0,143.0,15.0,191.0,0.0,849.0,174.0,5105.0,3590.0,1515.0,1.0,T_White alone,,,,,,,
baker seeks tax hike to aid climate programs,NEWS,Metro,unknown,2019.0,-71.2275203,42.3054592,403500.0,,,,,,,,,,,,,,,,,,,,
boy hailed for saving grandfather,NEWS,Metro,unknown,2019.0,-71.1319041,42.1858575,415300.0,,,,,,,,,,,,,,,,,,,,
in amherst grad new netflix series an unbelievable true story of injustice,LIVING ARTS,unknown,unknown,2019.0,-71.1322736,42.2859146,110502.0,3806.0,2496.0,681.0,16.0,115.0,0.0,339.0,159.0,3806.0,2930.0,876.0,2.0,T_White alone,Roslindale,14014.0,5784.0,7255.0,987.0,1546.0,White alone
globelocal noteworthy performances,NEWS,unknown,unknown,2019.0,-71.1322736,42.2859146,110502.0,3806.0,2496.0,681.0,16.0,115.0,0.0,339.0,159.0,3806.0,2930.0,876.0,2.0,T_White alone,Roslindale,14014.0,5784.0,7255.0,987.0,1546.0,White alone
excellence runs deep in n. andover,SPORTS,unknown,unknown,2019.0,-71.1350575,42.69870239999999,253100.0,,,,,,,,,,,,,,,,,,,,
mark your calendar,NEWS,unknown,unknown,2019.0,-71.3698562,42.3628554,366202.0,,,,,,,,,,,,,,,,,,,,
scenes from the last weekend of horse racing at suffolk downs,MAGAZINE,unknown,By Stan Grossfeld,2019.0,-71.0004064,42.39454240000001,981502.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,2.0,2.0,T_White alone,East Boston,15760.0,1403.0,21700.0,1932.0,2271.0,Hispanic or Latino
race track plan with betting app ok,BUSINESS,unknown,unknown,2019.0,-71.0004064,42.39454240000001,981502.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,2.0,2.0,T_White alone,East Boston,15760.0,1403.0,21700.0,1932.0,2271.0,Hispanic or Latino
waltham saint jude school to close,NEWS,Metro,unknown,2019.0,-71.1521234,42.3519924,202.0,3885.0,2620.0,330.0,17.0,527.0,1.0,270.0,120.0,3885.0,3289.0,596.0,1.0,T_White alone,Brighton,32694.0,2414.0,5376.0,8703.0,2860.0,White alone
summer of competition,NEWS,unknown,unknown,2019.0,-71.2356113,42.3764852,368902.0,,,,,,,,,,,,,,,,,,,,
boston police save choking baby at traffic light,NEWS,Metro,unknown,2019.0,-71.2356113,42.3764852,368902.0,,,,,,,,,,,,,,,,,,,,
state still struggling to find its footing as cannabis player,EDITORIAL OPINION,Letters,unknown,2019.0,-71.2356113,42.3764852,368902.0,,,,,,,,,,,,,,,,,,,,
she loves to zen out in nature then zip to the shore,SUNDAY,Travel,unknown,2019.0,-71.71340169999999,42.072319,752100.0,,,,,,,,,,,,,,,,,,,,
second mass. man infected with eee virus,NEWS,Metro,unknown,2019.0,-71.8571331,42.4096528,728400.0,,,,,,,,,,,,,,,,,,,,
bill takes aim at toxic flame retardants,NEWS,Metro,unknown,2019.0,-71.2054393,42.3592294,373200.0,,,,,,,,,,,,,,,,,,,,
in red hot kitchen plenty of heat and layers of flavor,LIVING ARTS,Food,unknown,2019.0,-71.0929028,42.2881524,100100.0,5510.0,455.0,3910.0,25.0,53.0,4.0,809.0,254.0,5510.0,3907.0,1603.0,2.0,T_Black or African American alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
african american veterans honored,NEWS,Metro,unknown,2019.0,-71.0896602,42.2908917,100100.0,5510.0,455.0,3910.0,25.0,53.0,4.0,809.0,254.0,5510.0,3907.0,1603.0,2.0,T_Black or African American alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
sound time tested advice,NEWS,Metro,unknown,2019.0,-71.4752906,42.7378606,10900.0,,,,,,,,,,,,,,,,,,,,
final exam,MAGAZINE,unknown,unknown,2019.0,-71.1106101,42.3526623,353300.0,,,,,,,,,,,,,,,,,,,,
nobles determined to recapture isl,SPORTS,unknown,unknown,2019.0,-71.1850523,42.2620221,402101.0,,,,,,,,,,,,,,,,,,,,
fthis former olympian played hard works hard,NEWS,unknown,unknown,2019.0,-71.1850523,42.2620221,402101.0,,,,,,,,,,,,,,,,,,,,
pet hotel and new chance to sing,NEWS,unknown,unknown,2019.0,-70.9494938,42.46676300000001,206200.0,,,,,,,,,,,,,,,,,,,,
mass. says large pot firms being reviewed,NEWS,Metro,unknown,2019.0,-71.1005914,42.3738878,352700.0,,,,,,,,,,,,,,,,,,,,
the sex trade in our realm,NEWS,Metro,unknown,2019.0,-71.07232069999999,42.3484234,70700.0,2361.0,1397.0,586.0,7.0,235.0,0.0,45.0,91.0,2361.0,2167.0,194.0,3.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
not so happy in the valley,NEWS,Metro,unknown,2019.0,-71.0781408,42.3449328,70700.0,2361.0,1397.0,586.0,7.0,235.0,0.0,45.0,91.0,2361.0,2167.0,194.0,3.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
sixth candidate jumps in the race for kennedy seat,NEWS,Metro,unknown,2019.0,-71.0743279,42.346957,70700.0,2361.0,1397.0,586.0,7.0,235.0,0.0,45.0,91.0,2361.0,2167.0,194.0,3.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
wayfair to open store at natick mall,BUSINESS,unknown,unknown,2019.0,-71.38427399999999,42.3009186,382602.0,,,,,,,,,,,,,,,,,,,,
wayfair stock plunges amid sales growth concerns,BUSINESS,unknown,unknown,2019.0,-71.38427399999999,42.3009186,382602.0,,,,,,,,,,,,,,,,,,,,
december thieves pops up in another location,LIVING ARTS,unknown,unknown,2019.0,-71.0700039,42.3575875,20101.0,4193.0,3896.0,29.0,1.0,187.0,1.0,31.0,48.0,4193.0,4054.0,139.0,2.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
from mass. receive macarthur genius grants,NEWS,Metro,unknown,2019.0,-71.0678604,42.358958,20101.0,4193.0,3896.0,29.0,1.0,187.0,1.0,31.0,48.0,4193.0,4054.0,139.0,2.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
at cape beaches an uneasy calm,NEWS,Metro,unknown,2019.0,-69.996453,41.963231,10206.0,,,,,,,,,,,,,,,,,,,,
massive turtles found dead on coast,NEWS,Metro,unknown,2019.0,-69.995172,41.8824213,10206.0,,,,,,,,,,,,,,,,,,,,
jury awards $11.5m in malpractice suit,NEWS,Metro,unknown,2019.0,-71.2452565,42.331206,374300.0,,,,,,,,,,,,,,,,,,,,
caregivers discover what it like to be dementia patient,NEWS,unknown,unknown,2019.0,-71.207325,42.38444459999999,369100.0,,,,,,,,,,,,,,,,,,,,
free clothing benefit concert ikebana,NEWS,unknown,unknown,2019.0,-71.3023524,42.2760341,405100.0,,,,,,,,,,,,,,,,,,,,
best view in town and no waiting,NEWS,Metro,unknown,2019.0,-71.28734610680398,42.23848975300842,405100.0,,,,,,,,,,,,,,,,,,,,
the leisurely and lovely umami experience,LIVING ARTS,unknown,unknown,2019.0,-71.0979556,42.3620057,353101.0,,,,,,,,,,,,,,,,,,,,
blind date boston sports fan and he joked that this won work out then,MAGAZINE,unknown,unknown,2019.0,-71.10155089999999,42.3642929,353101.0,,,,,,,,,,,,,,,,,,,,
boston calling gets into twitter spat with talib kweli,LIVING ARTS,unknown,unknown,2019.0,-71.1015639,42.3636833,353101.0,,,,,,,,,,,,,,,,,,,,
with this daisy you can fight city loll,REALESTATE,unknown,unknown,2019.0,-70.29624079999999,41.6687897,15300.0,,,,,,,,,,,,,,,,,,,,
for the many grandchildren spotlight is always lurking,NEWS,Metro,unknown,2019.0,-70.29624079999999,41.6687897,15300.0,,,,,,,,,,,,,,,,,,,,
sharks taxes or just supply and demand,NEWS,Metro,unknown,2019.0,-70.29624079999999,41.6687897,15300.0,,,,,,,,,,,,,,,,,,,,
cape traffic cries out for some form of tolls on the bridges,EDITORIAL OPINION,Letters,unknown,2019.0,-70.29624079999999,41.6687897,15300.0,,,,,,,,,,,,,,,,,,,,
jeff johnson considered one of state top swim coaches,NEWS,Metro,unknown,2019.0,-71.45808149999999,42.47969579999999,363202.0,,,,,,,,,,,,,,,,,,,,
he back in the tank again this time happily so,NEWS,Metro,unknown,2019.0,-71.0554239,42.3739796,40801.0,3900.0,2424.0,371.0,14.0,721.0,8.0,239.0,123.0,3900.0,3287.0,613.0,3.0,T_White alone,Charlestown,13626.0,990.0,2075.0,1650.0,779.0,White alone
alleged kidnapper now faces 10 aggravated rape charges,NEWS,Metro,unknown,2019.0,-71.0577328,42.3784511,40801.0,3900.0,2424.0,371.0,14.0,721.0,8.0,239.0,123.0,3900.0,3287.0,613.0,3.0,T_White alone,Charlestown,13626.0,990.0,2075.0,1650.0,779.0,White alone
can warren beat trump her speech didn say,NEWS,Metro,unknown,2019.0,-71.05662389999999,42.373293,40801.0,3900.0,2424.0,371.0,14.0,721.0,8.0,239.0,123.0,3900.0,3287.0,613.0,3.0,T_White alone,Charlestown,13626.0,990.0,2075.0,1650.0,779.0,White alone
celtics rookie williams has learned from savvy hayward,SPORTS,unknown,unknown,2019.0,-71.0876813,42.3157889,81900.0,3115.0,263.0,2215.0,21.0,18.0,0.0,421.0,177.0,3115.0,2287.0,828.0,1.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
state doesn regulate additives to pot vapes,NEWS,Metro,unknown,2019.0,-71.0663205,42.3772692,40401.0,2439.0,2070.0,67.0,5.0,204.0,1.0,47.0,45.0,2439.0,2295.0,144.0,1.0,T_White alone,Charlestown,13626.0,990.0,2075.0,1650.0,779.0,White alone
altaeros aims to take cell service to new heights,BUSINESS,unknown,unknown,2019.0,-71.0931908,42.3755576,351500.0,,,,,,,,,,,,,,,,,,,,
exiting stealth mode startup is named cellarity,BUSINESS,unknown,unknown,2019.0,-71.0915636,42.37469,351500.0,,,,,,,,,,,,,,,,,,,,
common voice as cultural revolutionaries ginsberg and glass hydrogen jukebox,LIVING ARTS,unknown,unknown,2019.0,-71.087395,42.34699,10500.0,3044.0,2163.0,322.0,5.0,405.0,1.0,73.0,75.0,3044.0,2753.0,291.0,2.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
this year models,BUSINESS,unknown,unknown,2019.0,-71.0840364,42.345665,10500.0,3044.0,2163.0,322.0,5.0,405.0,1.0,73.0,75.0,3044.0,2753.0,291.0,2.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
moulton makes no mention of 2020 race,NEWS,Metro,unknown,2019.0,-70.8954626,42.5197473,204300.0,,,,,,,,,,,,,,,,,,,,
moulton bid has tierney weighing run,NEWS,Metro,unknown,2019.0,-70.8954626,42.5197473,204300.0,,,,,,,,,,,,,,,,,,,,
groundhog prediction matches cold day more winter is coming,NEWS,Metro,unknown,2019.0,-71.3296326,42.4082712,360200.0,,,,,,,,,,,,,,,,,,,,
milton acad. gets job done in basketball,SPORTS,unknown,unknown,2019.0,-71.06999119999999,42.2565605,416101.0,,,,,,,,,,,,,,,,,,,,
jenny slate little ghost story. or is it love story,MAGAZINE,unknown,By Jenny Slate,2019.0,-71.0661653,42.2495321,416101.0,,,,,,,,,,,,,,,,,,,,
making whole most holy parcel,BUSINESS,unknown,unknown,2019.0,-71.0668306,42.2502259,416101.0,,,,,,,,,,,,,,,,,,,,
winter romance is hoot for these lofty lovebirds,NEWS,unknown,unknown,2019.0,-71.14385899999999,42.3829042,354300.0,,,,,,,,,,,,,,,,,,,,
ice officials forced to testify,NEWS,Metro,unknown,2019.0,-71.2089884,42.4826448,332400.0,,,,,,,,,,,,,,,,,,,,
suit spotlights consent issues in donation of organs,NEWS,Metro,unknown,2019.0,-71.2040969,42.4842553,332400.0,,,,,,,,,,,,,,,,,,,,
up up and relay,NEWS,Metro,unknown,2019.0,-71.1135085,42.40394200000001,339600.0,,,,,,,,,,,,,,,,,,,,
pro charter forces block progress on equity in school funding,EDITORIAL OPINION,Letters,unknown,2019.0,-71.1246152,42.3053915,120105.0,2444.0,1977.0,125.0,8.0,210.0,1.0,27.0,96.0,2444.0,2294.0,150.0,4.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
back to earth natural fit brought chef to maine,SUNDAY,Travel,By Diane Bair and Pamela Wright,2019.0,-71.1226633,42.3126689,120105.0,2444.0,1977.0,125.0,8.0,210.0,1.0,27.0,96.0,2444.0,2294.0,150.0,4.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
for authentic shopping experience patrons find big joys from small shops,NEWS,Metro,unknown,2019.0,-71.1246152,42.3053915,120105.0,2444.0,1977.0,125.0,8.0,210.0,1.0,27.0,96.0,2444.0,2294.0,150.0,4.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
college is warned on its shaky finances,NEWS,Metro,unknown,2019.0,-71.1269782,42.3167237,120105.0,2444.0,1977.0,125.0,8.0,210.0,1.0,27.0,96.0,2444.0,2294.0,150.0,4.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
investing in foster care system calls for bold moves,EDITORIAL OPINION,Letters,unknown,2019.0,-70.891007,42.5034847,204101.0,,,,,,,,,,,,,,,,,,,,
walsh supports safe injection sites,NEWS,Metro,unknown,2019.0,-71.09718090000001,42.3202306,81300.0,4760.0,937.0,2350.0,60.0,45.0,5.0,1025.0,338.0,4760.0,2499.0,2261.0,1.0,T_Black or African American alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
bryant wins city volleyball title,SPORTS,unknown,unknown,2019.0,-71.186223,42.313694,373900.0,,,,,,,,,,,,,,,,,,,,
in digital age libraries go with the flow,NEWS,unknown,unknown,2019.0,-71.0809757,42.3930156,350103.0,,,,,,,,,,,,,,,,,,,,
mass. and the shoe industry they re still great fit,BUSINESS,unknown,unknown,2019.0,-71.0809757,42.3930156,350103.0,,,,,,,,,,,,,,,,,,,,
blind date the bar had to close early due to fire,MAGAZINE,unknown,unknown,2019.0,-71.0724702,42.3433475,70500.0,5460.0,3422.0,465.0,19.0,938.0,1.0,436.0,179.0,5460.0,4390.0,1070.0,2.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
coaching hall new challenge,SPORTS,unknown,unknown,2019.0,-71.0752808,42.3418149,70500.0,5460.0,3422.0,465.0,19.0,938.0,1.0,436.0,179.0,5460.0,4390.0,1070.0,2.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
greater boston author readings oct. 27 nov.,LIVING ARTS,unknown,unknown,2019.0,-71.0622915,42.3081525,91600.0,3138.0,489.0,1079.0,9.0,813.0,0.0,526.0,222.0,3138.0,2652.0,486.0,2.0,T_Black or African American alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
negative blood in short supply in boston,NEWS,Metro,unknown,2019.0,-71.0582272,42.3045893,91600.0,3138.0,489.0,1079.0,9.0,813.0,0.0,526.0,222.0,3138.0,2652.0,486.0,2.0,T_Black or African American alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
globelocal noteworthy performances,NEWS,unknown,unknown,2019.0,-71.8443142,42.2680949,730902.0,,,,,,,,,,,,,,,,,,,,
instagram mega hit,NEWS,Metro,unknown,2019.0,-71.07957499999999,42.3405667,70800.0,3706.0,2479.0,730.0,5.0,265.0,0.0,104.0,123.0,3706.0,3369.0,337.0,1.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
pair of wins spur revival,SPORTS,unknown,unknown,2019.0,-71.0640937,42.29309749999999,92200.0,3349.0,859.0,1501.0,16.0,542.0,0.0,262.0,169.0,3349.0,2927.0,422.0,1.0,T_Black or African American alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
ge delivers on workforce training,BUSINESS,unknown,unknown,2019.0,-70.95486559999999,42.4596236,207200.0,,,,,,,,,,,,,,,,,,,,
marijuana licensing overhaul ok,NEWS,Metro,unknown,2019.0,-71.09348299999999,42.2771787,101102.0,4396.0,173.0,3849.0,25.0,26.0,3.0,192.0,128.0,4396.0,3875.0,521.0,1.0,T_Black or African American alone,Mattapan,1489.0,16277.0,4083.0,491.0,1500.0,Black or African American alone
year in pot shops taxes fall short of expectations,NEWS,Metro,unknown,2019.0,-72.64120129999999,42.3250896,821901.0,,,,,,,,,,,,,,,,,,,,
kennedy hill leaves legacy of empathy and kindness,NEWS,Metro,unknown,2019.0,-71.1418809,42.2500374,140102.0,4401.0,1948.0,1808.0,8.0,91.0,4.0,377.0,165.0,4401.0,3646.0,755.0,5.0,T_White alone,Hyde Park,7632.0,15628.0,8319.0,736.0,1857.0,Black or African American alone
parents stopped at nothing to get kids in side door,NEWS,Metro,unknown,2019.0,-71.1418809,42.2500374,140102.0,4401.0,1948.0,1808.0,8.0,91.0,4.0,377.0,165.0,4401.0,3646.0,755.0,5.0,T_White alone,Hyde Park,7632.0,15628.0,8319.0,736.0,1857.0,Black or African American alone
